Year,Brand,Model,driven ,owners,fuel,prices,car type
2021,Hyundai,VENUE,23036,1,PETROL,992000,SUV
2019,Maruti,Vitara,58894,1,DIESEL,777000,SUV
2020,Hyundai,Creta,105334,2,DIESEL,1117000,SUV
2020,Honda,WR-V,59946,1,DIESEL,921000,SUV
2019,Maruti,Vitara,23595,2,DIESEL,839000,SUV
2018,Ford,Ecosport,69170,1,PETROL,724000,SUV
2018,Maruti,Vitara,98394,1,DIESEL,807000,SUV
2021,NISSAN,MAGNITE,21967,1,PETROL,869000,SUV
2021,KIA,SONET,7036,1,PETROL,1180000,SUV
2018,Maruti,VITARA,41271,1,DIESEL,840000,SUV
2022,Renault,Kiger,1024,1,PETROL,816000,SUV
2018,Ford,Ecosport,34393,2,CNG,917000,SUV
2022,Tata,PUNCH,15070,1,PETROL,824000,SUV
2018,Maruti,Vitara,39696,1,DIESEL,743000,SUV
2019,Maruti,Vitara,48230,1,DIESEL,797000,SUV
2021,Renault,Kiger,3623,1,PETROL,910000,SUV
2018,Honda,WR-V,41825,1,PETROL,781000,SUV
2021,Tata,Safari,43022,1,DIESEL,2085000,SUV
2020,Hyundai,Creta,27959,1,PETROL,1236000,SUV
2020,Hyundai,VENUE,11066,1,PETROL,1179000,SUV
2019,Maruti,Vitara,17637,1,DIESEL,951000,SUV
2021,Hyundai,VENUE,26739,1,PETROL,866000,SUV
2018,Maruti,Vitara,98557,1,DIESEL,630000,SUV
2018,HYUNDAI,CRETA,80448,1,DIESEL,1211000,SUV
2022,Renault,Kiger,5368,1,PETROL,835000,SUV
2022,Renault,TRIBER,3226,1,PETROL,787000,SUV
2022,Renault,Kiger,12907,1,PETROL,1078000,SUV
2021,HYUNDAI,VENUE,11936,1,PETROL,1102000,SUV
2021,Maruti,S,16158,1,PETROL,877000,SUV
2018,FORD,ECOSPORT,37750,1,DIESEL,653000,SUV
2019,Maruti,Vitara,74766,1,DIESEL,903000,SUV
2019,Ford,Ecosport,45739,1,PETROL,756000,SUV
2017,HONDA,WR-V,61469,1,DIESEL,585000,SUV
2018,Maruti,Vitara,40605,1,DIESEL,763000,SUV
2022,MAHINDRA,XUV,6970,1,PETROL,1067000,SUV
2021,KIA,SELTOS,9337,1,PETROL,1437000,SUV
2022,Renault,TRIBER,11325,1,PETROL,747000,SUV
2020,Tata,NEXON,22652,1,PETROL,934000,SUV
2019,Maruti,Vitara,31785,1,DIESEL,860000,SUV
2018,Maruti,Vitara,34843,1,DIESEL,895000,SUV
2021,Ford,Ecosport,46234,1,DIESEL,1039000,SUV
2020,KIA,SONET,23104,1,PETROL,1234000,SUV
2017,HONDA,WR-V,64889,1,PETROL,624000,SUV
2019,Hyundai,VENUE,61034,2,DIESEL,880000,SUV
2019,FORD,ECOSPORT,31548,1,DIESEL,838000,SUV
2017,Maruti,S,37911,1,DIESEL,657000,SUV
2018,HYUNDAI,CRETA,61764,2,DIESEL,945000,SUV
2021,Mahindra,Thar,3268,1,PETROL,1635000,SUV
2019,Maruti,Vitara,68208,1,DIESEL,852000,SUV
2019,Maruti,VITARA,45144,1,DIESEL,924000,SUV
2019,Hyundai,Creta,50956,2,DIESEL,1225000,SUV
2015,Hyundai,Creta,99951,2,PETROL,719000,SUV
2018,Maruti,VITARA,48600,1,DIESEL,853000,SUV
2018,Maruti,Vitara,57643,1,DIESEL,798000,SUV
2020,Hyundai,VENUE,18194,1,PETROL,1102000,SUV
2018,Maruti,S,50557,1,DIESEL,813000,SUV
2016,Hyundai,Creta,65531,1,PETROL,801000,SUV
2019,Hyundai,Creta,48494,1,CNG,1240000,SUV
2019,Maruti,Vitara,29480,1,DIESEL,781000,SUV
2018,Hyundai,Creta,38861,1,PETROL,907000,SUV
2019,Maruti,Vitara,40155,1,DIESEL,917000,SUV
2019,Datsun,Go,14128,1,PETROL,508000,SUV
2019,Maruti,VITARA,26727,1,DIESEL,927000,SUV
2019,HYUNDAI,CRETA,82979,2,DIESEL,877000,SUV
2019,Tata,NEXON,37300,2,PETROL,872000,SUV
2018,Maruti,Vitara,36428,1,DIESEL,841000,SUV
2021,Tata,NEXON,10422,1,DIESEL,1171000,SUV
2019,Maruti,Vitara,71386,1,DIESEL,742000,SUV
2021,Renault,Duster,11161,1,PETROL,1335000,SUV
2018,Honda,WR-V,36793,1,PETROL,794000,SUV
2016,Hyundai,Creta,52960,1,PETROL,841000,SUV
2018,Maruti,Vitara,50481,1,DIESEL,843000,SUV
2019,HYUNDAI,CRETA,80459,1,DIESEL,1198000,SUV
2018,Maruti,Vitara,16508,2,DIESEL,803000,SUV
2021,Renault,Kiger,9759,1,PETROL,961000,SUV
2021,HONDA,WR-V,8125,1,DIESEL,992000,SUV
2018,HYUNDAI,CRETA,91017,2,DIESEL,1152000,SUV
2019,TATA,NEXON,38643,1,PETROL,775000,SUV
2017,Honda,WR-V,110339,1,PETROL,621000,SUV
2017,Honda,WR-V,39145,1,PETROL,705000,SUV
2019,TATA,HEXA,43895,1,DIESEL,1238000,SUV
2021,Maruti,Vitara,7068,1,PETROL,925000,SUV
2018,Hyundai,Creta,31003,1,PETROL,943000,SUV
2019,Maruti,Vitara,56107,1,DIESEL,806000,SUV
2018,Maruti,VITARA,74221,1,DIESEL,784000,SUV
2018,Hyundai,TUCSON,42864,1,PETROL,1618000,SUV
2021,Renault,Kiger,7340,1,PETROL,847000,SUV
2017,Hyundai,Creta,28259,2,PETROL,1069000,SUV
2021,Maruti,Vitara,29589,1,PETROL,903000,SUV
2021,Renault,Kiger,12944,1,PETROL,1030000,SUV
2018,Maruti,VITARA,61369,2,DIESEL,837000,SUV
2019,Ford,Ecosport,20728,2,CNG,740000,SUV
2021,Renault,Kiger,9980,1,PETROL,979000,SUV
2019,HONDA,WR-V,56529,1,PETROL,758000,SUV
2019,HYUNDAI,CRETA,20269,2,PETROL,1270000,SUV
2016,Hyundai,Creta,62663,2,PETROL,785000,SUV
2018,Maruti,S,73478,1,DIESEL,681000,SUV
2021,Renault,Kiger,15991,1,PETROL,851000,SUV
2018,Maruti,VITARA,38748,1,DIESEL,783000,SUV
2015,Ford,Ecosport,12139,2,PETROL,620000,SUV
2016,RENAULT,DUSTER,71498,1,DIESEL,569000,SUV
2018,Hyundai,Creta,60316,1,DIESEL,1166000,SUV
2019,Maruti,Vitara,54125,2,DIESEL,785000,SUV
2019,Maruti,Vitara,87576,1,DIESEL,812000,SUV
2018,Honda,WR-V,12724,2,PETROL,782000,SUV
2020,Maruti,S,29648,2,PETROL,1020000,SUV
2020,Maruti,VITARA,10684,1,PETROL,956000,SUV
2019,Maruti,VITARA,81027,1,DIESEL,717000,SUV
2022,Renault,TRIBER,4196,1,PETROL,867000,SUV
2021,Renault,Kiger,8383,1,PETROL,891000,SUV
2019,Tata,NEXON,70632,1,PETROL,933000,SUV
2021,Renault,TRIBER,18132,1,PETROL,714000,SUV
2021,Renault,Kiger,9698,1,PETROL,1041000,SUV
2019,Maruti,VITARA,51765,1,DIESEL,774000,SUV
2021,TOYOTA,URBAN,58765,1,PETROL,1042000,SUV
2017,Honda,WR-V,87581,1,PETROL,664000,SUV
2019,Honda,WR-V,71998,1,CNG,830000,SUV
2019,HYUNDAI,CRETA,29779,2,PETROL,1283000,SUV
2021,RENAULT,Kiger,22821,1,PETROL,909000,SUV
2019,HYUNDAI,VENUE,40600,1,PETROL,974000,SUV
2021,MAHINDRA,XUV,5488,1,PETROL,1055000,SUV
2022,Renault,TRIBER,6844,1,PETROL,817000,SUV
2019,Hyundai,VENUE,57123,1,DIESEL,962000,SUV
2015,Ford,Ecosport,77137,2,PETROL,595000,SUV
2019,Mahindra,MARAZZO,35590,1,DIESEL,1028000,SUV
2016,Hyundai,Creta,78990,1,DIESEL,837000,SUV
2019,Hyundai,VENUE,67033,1,PETROL,973500,SUV
2020,Maruti,S,5574,1,PETROL,1090000,SUV
2019,TATA,NEXON,21958,1,PETROL,823000,SUV
2017,Hyundai,Creta,22591,2,PETROL,864000,SUV
2021,Maruti,Vitara,7689,2,PETROL,978000,SUV
2019,Maruti,VITARA,53096,1,DIESEL,919000,SUV
2019,Renault,Duster,43395,1,PETROL,853000,SUV
2019,Tata,NEXON,15271,2,PETROL,997000,SUV
2019,Honda,WR-V,5375,1,PETROL,919000,SUV
2020,Hyundai,VENUE,15237,1,PETROL,903000,SUV
2020,Maruti,S,19475,2,PETROL,1077000,SUV
2022,RENAULT,Kiger,7556,1,PETROL,839000,SUV
2018,FORD,ECOSPORT,77285,1,DIESEL,701000,SUV
2015,Hyundai,Creta,62690,2,PETROL,755000,SUV
2021,Honda,WR-V,33770,1,DIESEL,1161000,SUV
2021,RENAULT,Kiger,17191,1,PETROL,987000,SUV
2019,Tata,NEXON,7074,1,PETROL,1033000,SUV
2019,Tata,NEXON,23457,1,PETROL,1011000,SUV
2019,Renault,Duster,47944,1,PETROL,847000,SUV
2020,Maruti,S,23160,1,PETROL,1113000,SUV
2020,KIA,SONET,12835,1,PETROL,1244000,SUV
2019,Hyundai,VENUE,26338,1,PETROL,1144000,SUV
2019,Renault,Duster,57721,1,DIESEL,1016000,SUV
2017,HYUNDAI,TUCSON,53047,2,PETROL,1307000,SUV
2017,Ford,Ecosport,51665,1,DIESEL,651000,SUV
2021,Maruti,VITARA,8642,1,PETROL,920000,SUV
2016,Maruti,Vitara,91429,2,DIESEL,718000,SUV
2021,MAHINDRA,THAR,7723,1,DIESEL,1586000,SUV
2015,Datsun,Go,31548,1,PETROL,212000,SUV
2018,Mahindra,Scorpio,56707,1,DIESEL,1285000,SUV
2020,MG,HECTOR,53159,1,PETROL,1520000,SUV
2022,TATA,NEXON,7326,1,PETROL,873000,SUV
2018,Mahindra,Scorpio,29165,1,DIESEL,1196000,SUV
2019,Maruti,Eeco,60397,2,CNG,426000,SUV
2020,HYUNDAI,VENUE,34850,1,PETROL,776000,SUV
2021,Renault,Kiger,47716,1,PETROL,627000,SUV
2020,Renault,TRIBER,23625,1,PETROL,528000,SUV
2021,MAHINDRA,SCORPIO,14803,2,DIESEL,1614000,SUV
2020,FORD,ECOSPORT,96075,1,DIESEL,765000,SUV
2019,TATA,Harrier,51947,2,DIESEL,1284000,SUV
2022,Mahindra,BOLERO,3844,1,DIESEL,968000,SUV
2019,KIA,SELTOS,7492,1,PETROL,1089000,SUV
2018,TATA,NEXON,94046,1,DIESEL,618000,SUV
2021,Hyundai,VENUE,6063,1,PETROL,815000,SUV
2019,MAHINDRA,XUV,49179,1,DIESEL,753000,SUV
2020,Renault,TRIBER,16093,1,PETROL,687000,SUV
2019,MAHINDRA,XUV500,25269,1,DIESEL,1437000,SUV
2019,Mahindra,TUV300,69730,1,DIESEL,767000,SUV
2019,HONDA,WR-V,38273,2,PETROL,694000,SUV
2017,FORD,ECOSPORT,55883,1,PETROL,663000,SUV
2020,KIA,SELTOS,30660,1,PETROL,1050000,SUV
2019,Mahindra,XUV,53218,2,DIESEL,679000,SUV
2018,Tata,NEXON,75382,1,PETROL,678000,SUV
2020,MAHINDRA,SCORPIO,84500,1,DIESEL,1420000,SUV
2021,Toyota,Innova,6205,1,DIESEL,2714000,SUV
2018,Maruti,Vitara,34238,1,DIESEL,726000,SUV
2022,Mahindra,BOLERO,9705,1,DIESEL,1036000,SUV
2021,Mahindra,Thar,17524,1,PETROL,1351000,SUV
2019,Hyundai,VENUE,40655,1,DIESEL,891000,SUV
2019,Toyota,INNOVA,49585,1,DIESEL,1918000,SUV
2016,Maruti,Ertiga,44691,1,PETROL,779000,SUV
2014,Maruti,Ertiga,30489,1,PETROL,642000,SUV
2016,Maruti,Ertiga,55300,1,PETROL,678000,SUV
2021,Tata,Harrier,15347,1,DIESEL,1697000,SUV
2021,Mahindra,Thar,11551,1,PETROL,1464000,SUV
2017,Hyundai,Creta,28028,1,PETROL,890000,SUV
2014,Maruti,Ertiga,30839,1,PETROL,635000,SUV
2021,Maruti,Vitara,170,1,PETROL,979000,SUV
2021,Mahindra,Thar,41433,1,DIESEL,1453000,SUV
2022,Maruti,Vitara,8664,1,PETROL,983000,SUV
2021,MAHINDRA,THAR,51674,1,DIESEL,1430000,SUV
2021,MAHINDRA,XUV,31346,1,PETROL,962000,SUV
2019,HYUNDAI,VENUE,57801,1,PETROL,909000,SUV
2018,Maruti,Vitara,53461,1,DIESEL,694000,SUV
2021,Mahindra,Thar,16749,2,DIESEL,1491000,SUV
2021,Mahindra,Thar,11271,1,DIESEL,1574000,SUV
2021,Toyota,URBAN,30448,1,PETROL,1021000,SUV
2021,Tata,Safari,16533,1,DIESEL,1991000,SUV
2021,MAHINDRA,THAR,27763,1,PETROL,1466000,SUV
2016,Ford,Ecosport,59612,1,PETROL,590000,SUV
2021,MAHINDRA,THAR,4870,1,PETROL,1467000,SUV
2019,TATA,Harrier,52636,2,DIESEL,1205000,SUV
2021,Maruti,Vitara,20945,1,PETROL,811000,SUV
2021,Hyundai,AURA,29638,1,CNG,790000,Sedan
2015,HONDA,CITY,74206,2,CNG,623000,Sedan
2014,Hyundai,VERNA,62883,2,CNG,486000,Sedan
2018,HYUNDAI,VERNA,56041,1,DIESEL,995000,Sedan
2019,Honda,Amaze,52793,1,PETROL,549000,Sedan
2018,Honda,Amaze,43985,1,PETROL,586000,Sedan
2020,Hyundai,AURA,45221,1,PETROL,687000,Sedan
2018,Honda,City,38508,1,PETROL,809000,Sedan
2013,Honda,Accord,97106,1,PETROL,542000,Sedan
2017,Maruti,CIAZ,79277,2,PETROL,624000,Sedan
2014,Maruti,SWIFT,86728,1,PETROL,383000,Sedan
2019,Honda,Amaze,34029,1,DIESEL,723000,Sedan
2018,Honda,City,32413,1,PETROL,848000,Sedan
2016,HYUNDAI,NEW,39077,1,PETROL,1080000,Sedan
2017,Maruti,SWIFT,78994,1,PETROL,540000,Sedan
2015,HONDA,CITY,65375,2,CNG,646000,Sedan
2019,HONDA,CITY,80386,2,PETROL,782000,Sedan
2018,Hyundai,Verna,52858,1,PETROL,830000,Sedan
2014,Honda,Amaze,77120,1,PETROL,341000,Sedan
2015,HONDA,CITY,66820,1,PETROL,658000,Sedan
2017,Maruti,Ciaz,43181,1,PETROL,703000,Sedan
2017,Honda,City,19038,1,PETROL,742000,Sedan
2020,HONDA,AMAZE,34295,2,PETROL,758000,Sedan
2019,Volkswagen,Vento,52858,1,DIESEL,989000,Sedan
2017,TATA,TIGOR,41533,1,PETROL,523000,Sedan
2018,Hyundai,Verna,61109,1,DIESEL,1073000,Sedan
2014,Maruti,Swift,70706,1,PETROL,425000,Sedan
2018,Honda,Amaze,51325,1,PETROL,533000,Sedan
2014,TOYOTA,COROLLA,102477,2,PETROL,780000,Sedan
2018,Honda,City,49089,1,PETROL,829000,Sedan
2020,Maruti,Dzire,15843,1,PETROL,678000,Sedan
2016,Honda,City,80772,1,PETROL,647000,Sedan
2015,Maruti,CIAZ,43721,1,PETROL,527000,Sedan
2015,HONDA,CITY,47670,2,PETROL,609000,Sedan
2015,Toyota,Corolla,39314,1,PETROL,1043000,Sedan
2019,HYUNDAI,VERNA,31184,1,DIESEL,971000,Sedan
2019,HONDA,AMAZE,20752,1,PETROL,602000,Sedan
2016,Honda,Amaze,84460,2,CNG,521000,Sedan
2018,Honda,City,68344,2,PETROL,948000,Sedan
2017,Honda,City,59084,1,PETROL,747000,Sedan
2020,Maruti,Dzire,13137,1,PETROL,691000,Sedan
2015,Maruti,Ciaz,60969,1,PETROL,562000,Sedan
2016,HONDA,CITY,37991,1,PETROL,712000,Sedan
2013,Maruti,SWIFT,14374,1,PETROL,349000,Sedan
2017,Maruti,CIAZ,69680,1,PETROL,605000,Sedan
2020,SKODA,RAPID,45347,1,PETROL,865000,Sedan
2018,Honda,City,32812,1,PETROL,814000,Sedan
2019,HONDA,AMAZE,30475,1,PETROL,589000,Sedan
2014,Maruti,Swift,62145,1,PETROL,462000,Sedan
2019,Honda,Amaze,35024,1,PETROL,789000,Sedan
2012,Maruti,Swift,92545,2,PETROL,284000,Sedan
2015,TOYOTA,COROLLA,51236,1,PETROL,917000,Sedan
2014,Honda,Amaze,27324,1,PETROL,394000,Sedan
2013,Hyundai,Verna,30685,1,PETROL,478000,Sedan
2021,Hyundai,Verna,27306,1,DIESEL,1102000,Sedan
2019,Honda,Amaze,29873,1,PETROL,813000,Sedan
2018,Maruti,Dzire,16568,1,PETROL,658000,Sedan
2011,Honda,City,89933,2,PETROL,305000,Sedan
2018,Honda,City,35305,1,PETROL,838000,Sedan
2018,Honda,City,56046,1,PETROL,775000,Sedan
2020,Honda,City,25148,1,PETROL,987000,Sedan
2018,Tata,TIGOR,69393,1,PETROL,525000,Sedan
2018,Honda,Amaze,39791,1,DIESEL,612000,Sedan
2018,Maruti,CIAZ,55980,2,PETROL,850000,Sedan
2020,Hyundai,Verna,40516,1,PETROL,1006000,Sedan
2021,Honda,Amaze,21826,1,PETROL,826000,Sedan
2016,Honda,City,55826,1,PETROL,714000,Sedan
2015,Maruti,Ciaz,59890,2,PETROL,494000,Sedan
2019,Maruti,CIAZ,60812,2,DIESEL,849000,Sedan
2017,Maruti,Dzire,22766,1,PETROL,615000,Sedan
2018,Honda,City,35332,1,PETROL,846000,Sedan
2021,Skoda,Rapid,13133,1,PETROL,1165000,Sedan
2018,Maruti,Ciaz,20889,1,PETROL,830000,Sedan
2016,Maruti,Ciaz,47014,2,PETROL,590000,Sedan
2019,TATA,TIGOR,17159,1,PETROL,597000,Sedan
2016,Maruti,SWIFT,73201,1,DIESEL,578000,Sedan
2017,Honda,Amaze,69744,1,PETROL,501000,Sedan
2021,Honda,Amaze,29251,1,DIESEL,751000,Sedan
2014,Hyundai,Xcent,94887,1,PETROL,339000,Sedan
2017,Maruti,Ciaz,65549,1,PETROL,727000,Sedan
2018,Maruti,DZIRE,82887,1,DIESEL,620000,Sedan
2021,Skoda,Rapid,35196,1,PETROL,1049000,Sedan
2014,Maruti,SWIFT,81868,1,PETROL,404000,Sedan
2021,Maruti,Ciaz,20730,1,PETROL,868000,Sedan
2017,Honda,City,85879,1,PETROL,690000,Sedan
2014,Honda,Amaze,63150,1,PETROL,385000,Sedan
2020,Hyundai,AURA,31093,1,PETROL,692000,Sedan
2019,HONDA,AMAZE,22382,1,PETROL,715000,Sedan
2016,HONDA,CITY,37062,1,PETROL,738000,Sedan
2015,HONDA,AMAZE,41825,1,PETROL,404000,Sedan
2020,Volkswagen,Vento,35524,2,PETROL,889000,Sedan
2015,Honda,City,79875,1,PETROL,634000,Sedan
2017,Maruti,CIAZ,83946,2,PETROL,614000,Sedan
2018,Maruti,CIAZ,123662,1,PETROL,783000,Sedan
2013,Maruti,SWIFT,86391,1,PETROL,365000,Sedan
2015,Honda,Amaze,51149,1,PETROL,552000,Sedan
2013,HONDA,CITY,38002,1,PETROL,516000,Sedan
2017,Honda,City,39861,1,PETROL,734000,Sedan
2019,HONDA,CITY,85889,1,PETROL,1057000,Sedan
2018,Skoda,Rapid,32244,1,DIESEL,783000,Sedan
2020,Honda,Amaze,37158,1,PETROL,773000,Sedan
2018,Maruti,CIAZ,15387,1,PETROL,897000,Sedan
2018,Hyundai,Verna,79110,2,DIESEL,990000,Sedan
2020,Volkswagen,Vento,6323,1,PETROL,931000,Sedan
2016,Honda,Amaze,26535,1,PETROL,510000,Sedan
2014,Toyota,Etios,78652,1,PETROL,351000,Sedan
2021,TATA,TIGOR,9759,1,PETROL,695000,Sedan
2017,Maruti,DZIRE,12324,1,PETROL,587000,Sedan
2019,HONDA,CITY,36609,1,PETROL,1091000,Sedan
2018,Maruti,Ciaz,26218,1,PETROL,872000,Sedan
2013,Honda,City,61408,2,PETROL,432000,Sedan
2018,Hyundai,Verna,95612,1,PETROL,965000,Sedan
2019,HONDA,AMAZE,17143,1,PETROL,824000,Sedan
2011,Toyota,Etios,57187,1,PETROL,307000,Sedan
2017,Maruti,Ciaz,66931,1,PETROL,647000,Sedan
2020,HONDA,AMAZE,15072,2,PETROL,688000,Sedan
2016,Honda,City,28166,1,PETROL,638000,Sedan
2017,HONDA,AMAZE,97313,2,PETROL,435000,Sedan
2011,HONDA,CITY,88976,2,PETROL,306000,Sedan
2022,Honda,Amaze,12379,1,PETROL,926000,Sedan
2022,Maruti,Dzire,1570,1,PETROL,898000,Sedan
2022,Maruti,Dzire,6505,1,CNG,943000,Sedan
2017,Honda,City,58989,1,PETROL,1001000,Sedan
2012,HONDA,CITY,45073,1,PETROL,419000,Sedan
2015,Honda,Amaze,78148,1,PETROL,486000,Sedan
2017,HYUNDAI,VERNA,95153,2,PETROL,838000,Sedan
2019,Maruti,Dzire,84316,1,PETROL,549000,Sedan
2013,HYUNDAI,VERNA,42671,1,PETROL,502000,Sedan
2020,Maruti,Dzire,70510,2,PETROL,679000,Sedan
2015,Maruti,Ciaz,59993,1,PETROL,604000,Sedan
2018,Honda,Amaze,59141,2,PETROL,576000,Sedan
2020,TOYOTA,YARIS,37283,1,PETROL,1112000,Sedan
2018,HONDA,AMAZE,52767,1,DIESEL,632000,Sedan
2021,Honda,City,9438,1,PETROL,1499000,Sedan
2018,Maruti,Dzire,17623,1,PETROL,606000,Sedan
2020,Hyundai,AURA,40714,1,CNG,765000,Sedan
2017,Honda,City,48897,1,PETROL,1027000,Sedan
2018,Hyundai,Verna,66078,1,PETROL,1037000,Sedan
2017,Maruti,SWIFT,65798,1,PETROL,534000,Sedan
2012,Honda,City,63533,1,PETROL,395000,Sedan
2020,Honda,Amaze,12039,1,PETROL,728000,Sedan
2018,Honda,City,55313,2,PETROL,958350,Sedan
2016,Honda,City,33591,1,PETROL,684000,Sedan
2018,Honda,Amaze,52212,1,PETROL,611000,Sedan
2021,Maruti,CIAZ,16153,1,PETROL,958000,Sedan
2020,Skoda,Rapid,30648,1,PETROL,934000,Sedan
2015,Honda,City,49046,2,PETROL,647000,Sedan
2016,Maruti,Ciaz,52100,2,PETROL,637000,Sedan
2014,Honda,Amaze,55379,1,PETROL,407000,Sedan
2017,Honda,Amaze,48144,1,PETROL,531000,Sedan
2017,Hyundai,Verna,37939,1,PETROL,1067000,Sedan
2021,Maruti,Dzire,20250,2,PETROL,765000,Sedan
2018,Honda,City,31071,1,PETROL,1007000,Sedan
2012,Maruti,SWIFT,83261,1,PETROL,331000,Sedan
2014,HONDA,AMAZE,70134,1,PETROL,367000,Sedan
2018,Honda,Amaze,55763,1,PETROL,646000,Sedan
2019,Volkswagen,Ameo,59657,1,DIESEL,745000,Sedan
2021,TATA,TIGOR,7268,1,PETROL,735000,Sedan
2020,HYUNDAI,AURA,41027,1,PETROL,800000,Sedan
2018,Honda,City,42231,1,PETROL,1020000,Sedan
2019,Maruti,DZIRE,27022,1,PETROL,624000,Sedan
2018,Maruti,Dzire,91516,2,DIESEL,642000,Sedan
2016,Honda,Amaze,46305,1,PETROL,506000,Sedan
2018,Maruti,DZIRE,49929,1,PETROL,613000,Sedan
2016,Maruti,CIAZ,45913,2,PETROL,650000,Sedan
2018,Maruti,CIAZ,50946,2,PETROL,699000,Sedan
2020,Toyota,YARIS,72618,1,PETROL,794000,Sedan
2015,Honda,City,67645,1,PETROL,616000,Sedan
2013,Maruti,SWIFT,57473,1,PETROL,351000,Sedan
2017,Maruti,Ciaz,63864,2,PETROL,639000,Sedan
2020,Skoda,Rapid,55601,1,PETROL,932000,Sedan
2019,Honda,Amaze,69222,2,DIESEL,726000,Sedan
2012,Honda,City,27520,1,PETROL,410000,Sedan
2019,Honda,Amaze,37678,1,PETROL,805000,Sedan
2014,Honda,City,90953,1,PETROL,514000,Sedan
2020,Honda,Amaze,47657,1,PETROL,623000,Sedan
2011,Toyota,Etios,44516,2,PETROL,265000,Sedan
2015,Honda,City,70190,1,PETROL,653000,Sedan
2018,Maruti,CIAZ,53019,1,PETROL,849000,Sedan
2021,TOYOTA,YARIS,8584,1,PETROL,971000,Sedan
2017,Honda,City,35292,1,PETROL,827000,Sedan
2018,Honda,City,18047,1,PETROL,1058000,Sedan
2010,Honda,City,122143,2,PETROL,243000,Sedan
2013,Honda,City,96271,1,PETROL,429000,Sedan
2020,HONDA,CITY,32005,1,PETROL,1127000,Sedan
2019,Maruti,Dzire,44546,1,PETROL,651000,Sedan
2020,HONDA,CITY,29589,2,PETROL,1175000,Sedan
2018,Maruti,CIAZ,27611,1,PETROL,894000,Sedan
2018,Maruti,Ciaz,54477,2,PETROL,848000,Sedan
2017,Honda,City,38938,1,PETROL,855000,Sedan
2020,Maruti,Ciaz,18699,1,PETROL,923000,Sedan
2013,Maruti,SWIFT,80194,2,PETROL,332000,Sedan
2020,Toyota,YARIS,41032,1,PETROL,912000,Sedan
2020,Maruti,Dzire,36460,1,PETROL,683000,Sedan
2013,Maruti,SWIFT,48669,1,PETROL,369000,Sedan
2021,Toyota,YARIS,8053,1,PETROL,1109000,Sedan
2018,Maruti,CIAZ,39822,2,PETROL,887000,Sedan
2010,Maruti,SWIFT,78054,2,PETROL,225000,Sedan
2019,Honda,City,33034,1,PETROL,1046000,Sedan
2021,Honda,City,11796,1,PETROL,1463000,Sedan
2018,Maruti,Ciaz,59456,1,PETROL,897000,Sedan
2019,Honda,City,30341,2,CNG,1039000,Sedan
2018,Maruti,Ciaz,60653,1,PETROL,826000,Sedan
2014,Maruti,SWIFT,35946,1,DIESEL,449000,Sedan
2016,Honda,City,80853,2,PETROL,657000,Sedan
2019,Maruti,Dzire,24495,2,PETROL,648000,Sedan
2022,TATA,TIGOR,26783,1,CNG,884000,Sedan
2021,Toyota,YARIS,15778,1,PETROL,1006000,Sedan
2020,Maruti,Ciaz,27344,1,PETROL,978000,Sedan
2019,Maruti,Dzire,31908,1,PETROL,679000,Sedan
2019,Hyundai,Verna,37640,1,DIESEL,1041000,Sedan
2011,Maruti,Swift,85083,1,PETROL,245000,Sedan
2019,Honda,City,63551,1,PETROL,989000,Sedan
2013,Maruti,SWIFT,33497,1,PETROL,372000,Sedan
2018,Maruti,CIAZ,39325,1,PETROL,919000,Sedan
2020,Honda,Amaze,16856,1,PETROL,731000,Sedan
2011,Maruti,Swift,91452,1,PETROL,218000,Sedan
2014,Honda,City,20748,2,PETROL,600000,Sedan
2010,Maruti,Swift,90039,1,PETROL,231000,Sedan
2016,Honda,City,71731,2,PETROL,664000,Sedan
2010,Maruti,Swift,83887,1,PETROL,231000,Sedan
2014,HONDA,AMAZE,46641,1,PETROL,395000,Sedan
2019,Maruti,Dzire,20981,1,PETROL,681000,Sedan
2021,Toyota,YARIS,23589,1,PETROL,1104000,Sedan
2019,HYUNDAI,VERNA,26055,2,PETROL,756000,Sedan
2013,Maruti,Swift,98076,1,CNG,350000,Sedan
2015,TOYOTA,COROLLA,99027,1,PETROL,664000,Sedan
2018,Honda,Amaze,65929,1,DIESEL,600000,Sedan
2017,Maruti,Dzire,94235,1,CNG,542000,Sedan
2014,Hyundai,Verna,69707,1,CNG,449000,Sedan
2018,Maruti,Dzire,10551,1,PETROL,547000,Sedan
2014,Volkswagen,Vento,89614,2,PETROL,423000,Sedan
2017,Tata,TIGOR,12420,1,PETROL,463000,Sedan
2013,Hyundai,Verna,52740,1,PETROL,438000,Sedan
2020,Maruti,Dzire,45565,1,PETROL,530000,Sedan
2020,Honda,City,16320,1,PETROL,1084000,Sedan
2017,Hyundai,New,3415,1,PETROL,1198000,Sedan
2014,Hyundai,Verna,66351,1,PETROL,515000,Sedan
2017,Honda,City,93095,1,PETROL,703000,Sedan
2022,Maruti,Dzire,11076,1,CNG,917000,Sedan
2013,Hyundai,Verna,98959,1,CNG,486000,Sedan
2017,Honda,City,65215,1,PETROL,816000,Sedan
2017,Maruti,Dzire,52707,1,PETROL,520000,Sedan
2017,Maruti,CIAZ,60895,1,DIESEL,576000,Sedan
2020,HYUNDAI,AURA,41871,1,CNG,739000,Sedan
2017,Maruti,CIAZ,61456,1,DIESEL,598000,Sedan
